energy_system_scenario,freight_demand_scenario,year,region,technology,freight_ton_mile_travel
Reference/business as usual,Agricultural Reduction,2025,north_central,battery,151000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_east,diesel,163000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_east,hydrogen,204000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_east,biodiesel,188000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_east,catenary,191000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_east,battery,187000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_west,diesel,167000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_west,hydrogen,157000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_west,biodiesel,149000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_west,catenary,160000000000.0
Reference/business as usual,Agricultural Reduction,2025,north_west,battery,190000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_east,diesel,147000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_east,hydrogen,168000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_east,biodiesel,211000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_east,catenary,186000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_east,battery,174000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_west,diesel,215000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_west,hydrogen,147000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_west,biodiesel,199000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_west,catenary,199000000000.0
Reference/business as usual,Agricultural Reduction,2025,south_west,battery,206000000000.0
Reference/business as usual,Agricultural Reduction,2025,texas,diesel,199000000000.0
Reference/business as usual,Agricultural Reduction,2025,texas,hydrogen,190000000000.0
Reference/business as usual,Agricultural Reduction,2025,texas,biodiesel,213000000000.0
Reference/business as usual,Agricultural Reduction,2025,texas,catenary,202000000000.0
Reference/business as usual,Agricultural Reduction,2025,texas,battery,205000000000.0
Reference/business as usual,Agricultural Reduction,2030,california,diesel,179000000000.0
Reference/business as usual,Agricultural Reduction,2030,california,hydrogen,205000000000.0
Reference/business as usual,Agricultural Reduction,2030,california,biodiesel,158000000000.0
Reference/business as usual,Agricultural Reduction,2030,california,catenary,203000000000.0
Reference/business as usual,Agricultural Reduction,2030,california,battery,148000000000.0
Reference/business as usual,Agricultural Reduction,2030,central,diesel,178000000000.0
Reference/business as usual,Agricultural Reduction,2030,central,hydrogen,214000000000.0
Reference/business as usual,Agricultural Reduction,2030,central,biodiesel,170000000000.0
Reference/business as usual,Agricultural Reduction,2030,central,catenary,203000000000.0
Reference/business as usual,Agricultural Reduction,2030,central,battery,164000000000.0
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,diesel,197000000000.0
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,hydrogen,182000000000.0
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,biodiesel,206000000000.0
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,catenary,190000000000.0
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,battery,160000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_central,diesel,191000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_central,hydrogen,162000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_central,biodiesel,200000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_central,catenary,145000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_central,battery,168000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_east,diesel,182000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_east,hydrogen,214000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_east,biodiesel,181000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_east,catenary,161000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_east,battery,211000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_west,diesel,199000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_west,hydrogen,175000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_west,biodiesel,202000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_west,catenary,175000000000.0
Reference/business as usual,Agricultural Reduction,2030,north_west,battery,170000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_east,diesel,187000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_east,hydrogen,170000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_east,biodiesel,203000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_east,catenary,181000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_east,battery,185000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_west,diesel,201000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_west,hydrogen,169000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_west,biodiesel,198000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_west,catenary,162000000000.0
Reference/business as usual,Agricultural Reduction,2030,south_west,battery,179000000000.0
Reference/business as usual,Agricultural Reduction,2030,texas,diesel,146000000000.0
Reference/business as usual,Agricultural Reduction,2030,texas,hydrogen,183000000000.0
Reference/business as usual,Agricultural Reduction,2030,texas,biodiesel,145000000000.0
Reference/business as usual,Agricultural Reduction,2030,texas,catenary,175000000000.0
Reference/business as usual,Agricultural Reduction,2030,texas,battery,159000000000.0
Reference/business as usual,Agricultural Reduction,2035,california,diesel,183000000000.0
Reference/business as usual,Agricultural Reduction,2035,california,hydrogen,145000000000.0
Reference/business as usual,Agricultural Reduction,2035,california,biodiesel,156000000000.0
Reference/business as usual,Agricultural Reduction,2035,california,catenary,185000000000.0
Reference/business as usual,Agricultural Reduction,2035,california,battery,176000000000.0
Reference/business as usual,Agricultural Reduction,2035,central,diesel,184000000000.0
Reference/business as usual,Agricultural Reduction,2035,central,hydrogen,202000000000.0
Reference/business as usual,Agricultural Reduction,2035,central,biodiesel,195000000000.0
Reference/business as usual,Agricultural Reduction,2035,central,catenary,202000000000.0
Reference/business as usual,Agricultural Reduction,2035,central,battery,175000000000.0
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,diesel,173000000000.0
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,hydrogen,215000000000.0
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,biodiesel,156000000000.0
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,catenary,176000000000.0
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,battery,191000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_central,diesel,184000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_central,hydrogen,170000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_central,biodiesel,165000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_central,catenary,208000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_central,battery,189000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_east,diesel,198000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_east,hydrogen,192000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_east,biodiesel,150000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_east,catenary,160000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_east,battery,167000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_west,diesel,193000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_west,hydrogen,148000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_west,biodiesel,158000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_west,catenary,180000000000.0
Reference/business as usual,Agricultural Reduction,2035,north_west,battery,184000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_east,diesel,187000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_east,hydrogen,211000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_east,biodiesel,149000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_east,catenary,176000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_east,battery,167000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_west,diesel,213000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_west,hydrogen,160000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_west,biodiesel,205000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_west,catenary,177000000000.0
Reference/business as usual,Agricultural Reduction,2035,south_west,battery,172000000000.0
Reference/business as usual,Agricultural Reduction,2035,texas,diesel,183000000000.0
Reference/business as usual,Agricultural Reduction,2035,texas,hydrogen,171000000000.0
Reference/business as usual,Agricultural Reduction,2035,texas,biodiesel,215000000000.0
Reference/business as usual,Agricultural Reduction,2035,texas,catenary,175000000000.0
Reference/business as usual,Agricultural Reduction,2035,texas,battery,179000000000.0
Reference/business as usual,Agricultural Reduction,2040,california,diesel,197000000000.0
Reference/business as usual,Agricultural Reduction,2040,california,hydrogen,147000000000.0
Reference/business as usual,Agricultural Reduction,2040,california,biodiesel,190000000000.0
Reference/business as usual,Agricultural Reduction,2040,california,catenary,213000000000.0
Reference/business as usual,Agricultural Reduction,2040,california,battery,157000000000.0
Reference/business as usual,Agricultural Reduction,2040,central,diesel,163000000000.0
Reference/business as usual,Agricultural Reduction,2040,central,hydrogen,160000000000.0
Reference/business as usual,Agricultural Reduction,2040,central,biodiesel,160000000000.0
Reference/business as usual,Agricultural Reduction,2040,central,catenary,198000000000.0
Reference/business as usual,Agricultural Reduction,2040,central,battery,172000000000.0
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,diesel,172000000000.0
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,hydrogen,214000000000.0
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,biodiesel,202000000000.0
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,catenary,152000000000.0
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,battery,150000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_central,diesel,210000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_central,hydrogen,149000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_central,biodiesel,196000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_central,catenary,174000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_central,battery,144000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_east,diesel,174000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_east,hydrogen,212000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_east,biodiesel,170000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_east,catenary,159000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_east,battery,179000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_west,diesel,193000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_west,hydrogen,144000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_west,biodiesel,163000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_west,catenary,163000000000.0
Reference/business as usual,Agricultural Reduction,2040,north_west,battery,186000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_east,diesel,179000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_east,hydrogen,185000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_east,biodiesel,158000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_east,catenary,196000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_east,battery,146000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_west,diesel,164000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_west,hydrogen,212000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_west,biodiesel,161000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_west,catenary,185000000000.0
Reference/business as usual,Agricultural Reduction,2040,south_west,battery,194000000000.0
Reference/business as usual,Agricultural Reduction,2040,texas,diesel,196000000000.0
Reference/business as usual,Agricultural Reduction,2040,texas,hydrogen,162000000000.0
Reference/business as usual,Agricultural Reduction,2040,texas,biodiesel,192000000000.0
Reference/business as usual,Agricultural Reduction,2040,texas,catenary,179000000000.0
Reference/business as usual,Agricultural Reduction,2040,texas,battery,215000000000.0
Reference/business as usual,Agricultural Reduction,2045,california,diesel,180000000000.0
Reference/business as usual,Agricultural Reduction,2045,california,hydrogen,184000000000.0
Reference/business as usual,Agricultural Reduction,2045,california,biodiesel,173000000000.0
Reference/business as usual,Agricultural Reduction,2045,california,catenary,146000000000.0
Reference/business as usual,Agricultural Reduction,2045,california,battery,145000000000.0
Reference/business as usual,Agricultural Reduction,2045,central,diesel,170000000000.0
Reference/business as usual,Agricultural Reduction,2045,central,hydrogen,209000000000.0
Reference/business as usual,Agricultural Reduction,2045,central,biodiesel,192000000000.0
Reference/business as usual,Agricultural Reduction,2045,central,catenary,175000000000.0
Reference/business as usual,Agricultural Reduction,2045,central,battery,156000000000.0
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,diesel,172000000000.0
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,hydrogen,181000000000.0
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,biodiesel,192000000000.0
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,catenary,187000000000.0
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,battery,174000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_central,diesel,201000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_central,hydrogen,197000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_central,biodiesel,175000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_central,catenary,172000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_central,battery,165000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_east,diesel,168000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_east,hydrogen,151000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_east,biodiesel,196000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_east,catenary,183000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_east,battery,150000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_west,diesel,183000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_west,hydrogen,182000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_west,biodiesel,150000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_west,catenary,175000000000.0
Reference/business as usual,Agricultural Reduction,2045,north_west,battery,200000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_east,diesel,183000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_east,hydrogen,174000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_east,biodiesel,190000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_east,catenary,172000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_east,battery,187000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_west,diesel,179000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_west,hydrogen,187000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_west,biodiesel,172000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_west,catenary,157000000000.0
Reference/business as usual,Agricultural Reduction,2045,south_west,battery,168000000000.0
Reference/business as usual,Agricultural Reduction,2045,texas,diesel,161000000000.0
Reference/business as usual,Agricultural Reduction,2045,texas,hydrogen,194000000000.0
Reference/business as usual,Agricultural Reduction,2045,texas,biodiesel,158000000000.0
Reference/business as usual,Agricultural Reduction,2045,texas,catenary,212000000000.0
Reference/business as usual,Agricultural Reduction,2045,texas,battery,212000000000.0
Reference/business as usual,Agricultural Reduction,2050,california,diesel,192000000000.0
Reference/business as usual,Agricultural Reduction,2050,california,hydrogen,213000000000.0
Reference/business as usual,Agricultural Reduction,2050,california,biodiesel,206000000000.0
Reference/business as usual,Agricultural Reduction,2050,california,catenary,171000000000.0
Reference/business as usual,Agricultural Reduction,2050,california,battery,182000000000.0
Reference/business as usual,Agricultural Reduction,2050,central,diesel,162000000000.0
Reference/business as usual,Agricultural Reduction,2050,central,hydrogen,187000000000.0
Reference/business as usual,Agricultural Reduction,2050,central,biodiesel,159000000000.0
Reference/business as usual,Agricultural Reduction,2050,central,catenary,193000000000.0
Reference/business as usual,Agricultural Reduction,2050,central,battery,193000000000.0
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,diesel,192000000000.0
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,hydrogen,160000000000.0
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,biodiesel,179000000000.0
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,catenary,196000000000.0
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,battery,210000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_central,diesel,152000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_central,hydrogen,145000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_central,biodiesel,146000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_central,catenary,154000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_central,battery,150000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_east,diesel,193000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_east,hydrogen,202000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_east,biodiesel,213000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_east,catenary,144000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_east,battery,200000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_west,diesel,189000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_west,hydrogen,212000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_west,biodiesel,167000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_west,catenary,211000000000.0
Reference/business as usual,Agricultural Reduction,2050,north_west,battery,168000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_east,diesel,213000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_east,hydrogen,198000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_east,biodiesel,189000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_east,catenary,206000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_east,battery,162000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_west,diesel,172000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_west,hydrogen,152000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_west,biodiesel,174000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_west,catenary,173000000000.0
Reference/business as usual,Agricultural Reduction,2050,south_west,battery,197000000000.0
Reference/business as usual,Agricultural Reduction,2050,texas,diesel,154000000000.0
Reference/business as usual,Agricultural Reduction,2050,texas,hydrogen,165000000000.0
Reference/business as usual,Agricultural Reduction,2050,texas,biodiesel,192000000000.0
Reference/business as usual,Agricultural Reduction,2050,texas,catenary,150000000000.0
Reference/business as usual,Agricultural Reduction,2050,texas,battery,162000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,california,diesel,159000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,california,hydrogen,208000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,california,biodiesel,202000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,california,catenary,180000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,california,battery,177000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,central,diesel,150000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,central,hydrogen,155000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,central,biodiesel,213000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,central,catenary,207000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,central,battery,145000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,diesel,206000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,hydrogen,183000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,biodiesel,181000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,catenary,214000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,battery,175000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_central,diesel,172000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_central,hydrogen,176000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_central,biodiesel,159000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_central,catenary,210000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_central,battery,186000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_east,diesel,178000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_east,hydrogen,163000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_east,biodiesel,194000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_east,catenary,163000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_east,battery,145000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_west,diesel,213000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_west,hydrogen,215000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_west,biodiesel,206000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_west,catenary,159000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,north_west,battery,210000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_east,diesel,206000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_east,hydrogen,202000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_east,biodiesel,201000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_east,catenary,175000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_east,battery,166000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_west,diesel,164000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_west,hydrogen,159000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_west,biodiesel,196000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_west,catenary,152000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,south_west,battery,166000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,texas,diesel,156000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,texas,hydrogen,205000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,texas,biodiesel,187000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,texas,catenary,182000000000.0
Reference/business as usual,Maritime Activity Reduction,2025,texas,battery,174000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,california,diesel,201000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,california,hydrogen,147000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,california,biodiesel,156000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,california,catenary,165000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,california,battery,144000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,central,diesel,144000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,central,hydrogen,162000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,central,biodiesel,172000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,central,catenary,187000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,central,battery,151000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,diesel,191000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,hydrogen,148000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,biodiesel,194000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,catenary,194000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,battery,148000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_central,diesel,179000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_central,hydrogen,159000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_central,biodiesel,199000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_central,catenary,214000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_central,battery,183000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_east,diesel,199000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_east,hydrogen,178000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_east,biodiesel,207000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_east,catenary,197000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_east,battery,179000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_west,diesel,176000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_west,hydrogen,173000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_west,biodiesel,145000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_west,catenary,195000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,north_west,battery,195000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_east,diesel,168000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_east,hydrogen,206000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_east,biodiesel,162000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_east,catenary,200000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_east,battery,174000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_west,diesel,201000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_west,hydrogen,214000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_west,biodiesel,145000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_west,catenary,194000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,south_west,battery,175000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,texas,diesel,186000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,texas,hydrogen,158000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,texas,biodiesel,200000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,texas,catenary,169000000000.0
Reference/business as usual,Maritime Activity Reduction,2030,texas,battery,205000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,california,diesel,205000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,california,hydrogen,173000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,california,biodiesel,147000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,california,catenary,197000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,california,battery,196000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,central,diesel,168000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,central,hydrogen,214000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,central,biodiesel,191000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,central,catenary,194000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,central,battery,173000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,diesel,146000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,hydrogen,212000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,biodiesel,196000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,catenary,156000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,battery,175000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_central,diesel,201000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_central,hydrogen,186000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_central,biodiesel,181000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_central,catenary,175000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_central,battery,185000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_east,diesel,148000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_east,hydrogen,180000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_east,biodiesel,192000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_east,catenary,148000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_east,battery,169000000000.0
