energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_locomotives,number_of_tender_cars,locomotive_hours,tender_hours,cost_per_locomotive ($),cost_per_tender ($),cost_per_locomotive_hour ($),cost_per_tender_hour ($)
Reference/business as usual,Agricultural Reduction,2050,south_west,hydrogen,2779,2779,12166,12166,3500000,190000,93.09,23.27
Reference/business as usual,Agricultural Reduction,2050,south_west,biodiesel,3132,0,13712,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Reduction,2050,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Agricultural Reduction,2050,south_west,battery,2241,6723,9811,29433,3500000,190000,93.09,23.27
Reference/business as usual,Agricultural Reduction,2050,texas,diesel,3221,0,14102,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Reduction,2050,texas,hydrogen,2904,2904,12714,12714,3500000,190000,93.09,23.27
Reference/business as usual,Agricultural Reduction,2050,texas,biodiesel,2498,0,10936,0,3500000,0,93.09,23.27
Reference/business as usual,Agricultural Reduction,2050,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Agricultural Reduction,2050,texas,battery,3184,9552,13940,41819,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,california,diesel,2187,0,9575,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,california,hydrogen,2349,2349,10284,10284,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,california,biodiesel,2964,0,12976,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,california,battery,3213,9639,14067,42200,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,central,diesel,2783,0,12184,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,central,hydrogen,2932,2932,12836,12836,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,central,biodiesel,3119,0,13655,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,central,battery,2504,7512,10963,32888,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,diesel,2951,0,12919,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,hydrogen,3178,3178,13913,13913,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,biodiesel,2848,0,12469,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,battery,2444,7332,10700,32099,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_central,diesel,2955,0,12937,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_central,hydrogen,2571,2571,11256,11256,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_central,biodiesel,3228,0,14132,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_central,battery,2738,8214,11987,35961,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_east,diesel,2764,0,12101,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_east,hydrogen,2877,2877,12596,12596,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_east,biodiesel,2797,0,12245,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_east,battery,2464,7392,10787,32362,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_west,diesel,2664,0,11663,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_west,hydrogen,3231,3231,14145,14145,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_west,biodiesel,2203,0,9645,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,north_west,battery,2287,6861,10012,30037,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_east,diesel,2388,0,10455,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_east,hydrogen,3004,3004,13152,13152,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_east,biodiesel,2783,0,12184,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_east,battery,2371,7113,10380,31141,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_west,diesel,2363,0,10345,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_west,hydrogen,2461,2461,10774,10774,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_west,biodiesel,3020,0,13222,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,south_west,battery,2392,7176,10472,31417,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,texas,diesel,2808,0,12293,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,texas,hydrogen,2483,2483,10871,10871,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,texas,biodiesel,2410,0,10551,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2025,texas,battery,2434,7302,10656,31968,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,california,diesel,2212,0,9684,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,california,hydrogen,3152,3152,13799,13799,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,california,biodiesel,2549,0,11160,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,california,battery,2279,6837,9977,29932,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,central,diesel,2311,0,10118,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,central,hydrogen,2391,2391,10468,10468,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,central,biodiesel,3214,0,14071,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,central,battery,2202,6606,9640,28921,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,diesel,2671,0,11694,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,hydrogen,2688,2688,11768,11768,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,biodiesel,3268,0,14307,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,battery,3276,9828,14342,43027,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_central,diesel,3067,0,13427,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_central,hydrogen,3035,3035,13287,13287,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_central,biodiesel,2894,0,12670,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_central,battery,2225,6675,9741,29223,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_east,diesel,2811,0,12307,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_east,hydrogen,2502,2502,10954,10954,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_east,biodiesel,2192,0,9597,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_east,battery,2234,6702,9780,29341,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_west,diesel,3080,0,13484,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_west,hydrogen,2273,2273,9951,9951,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_west,biodiesel,2840,0,12434,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,north_west,battery,3232,9696,14150,42449,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_east,diesel,2353,0,10301,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_east,hydrogen,3148,3148,13782,13782,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_east,biodiesel,3100,0,13572,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_east,battery,2679,8037,11729,35186,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_west,diesel,3088,0,13519,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_west,hydrogen,2218,2218,9710,9710,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_west,biodiesel,2420,0,10595,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,south_west,battery,2740,8220,11996,35987,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,texas,diesel,2191,0,9592,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,texas,hydrogen,2433,2433,10652,10652,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,texas,biodiesel,2947,0,12902,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2030,texas,battery,3185,9555,13944,41832,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,california,diesel,2372,0,10385,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,california,hydrogen,3055,3055,13375,13375,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,california,biodiesel,2554,0,11181,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,california,battery,2831,8493,12394,37182,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,central,diesel,3106,0,13598,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,central,hydrogen,2861,2861,12525,12525,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,central,biodiesel,3127,0,13690,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,central,battery,2572,7716,11260,33781,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,diesel,3223,0,14110,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,hydrogen,2651,2651,11606,11606,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,biodiesel,2648,0,11593,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,middle_atlantic,battery,3084,9252,13502,40505,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_central,diesel,2891,0,12657,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_central,hydrogen,2471,2471,10818,10818,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_central,biodiesel,3132,0,13712,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_central,battery,3072,9216,13449,40348,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_east,diesel,2872,0,12574,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_east,hydrogen,3245,3245,14207,14207,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_east,biodiesel,2611,0,11431,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_east,battery,2377,7131,10407,31220,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_west,diesel,2681,0,11737,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_west,hydrogen,3084,3084,13502,13502,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_west,biodiesel,3264,0,14290,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,north_west,battery,3152,9456,13799,41398,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_east,diesel,3237,0,14172,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_east,hydrogen,2896,2896,12679,12679,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_east,biodiesel,3004,0,13152,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_east,battery,2691,8073,11781,35344,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_west,diesel,3126,0,13686,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_west,hydrogen,2234,2234,9780,9780,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_west,biodiesel,2408,0,10542,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,south_west,battery,2390,7170,10463,31390,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,texas,diesel,2840,0,12434,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,texas,hydrogen,2677,2677,11720,11720,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,texas,biodiesel,2609,0,11422,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2035,texas,battery,2502,7506,10954,32861,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,california,diesel,2806,0,12285,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,california,hydrogen,2602,2602,11392,11392,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,california,biodiesel,3040,0,13309,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,california,battery,2210,6630,9675,29026,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,central,diesel,2937,0,12858,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,central,hydrogen,2561,2561,11212,11212,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,central,biodiesel,3093,0,13541,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,central,battery,3066,9198,13423,40269,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,diesel,3125,0,13681,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,hydrogen,3039,3039,13305,13305,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,biodiesel,2559,0,11203,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,battery,2546,7638,11146,33439,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_central,diesel,2607,0,11413,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_central,hydrogen,3008,3008,13169,13169,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_central,biodiesel,2706,0,11847,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_central,battery,2839,8517,12429,37287,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_east,diesel,3050,0,13353,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_east,hydrogen,2196,2196,9614,9614,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_east,biodiesel,2911,0,12744,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_east,battery,2995,8985,13112,39336,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_west,diesel,2204,0,9649,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_west,hydrogen,2952,2952,12924,12924,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_west,biodiesel,2516,0,11015,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,north_west,battery,3100,9300,13572,40715,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_east,diesel,2677,0,11720,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_east,hydrogen,3264,3264,14290,14290,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_east,biodiesel,3210,0,14053,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_east,battery,2822,8466,12355,37064,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_west,diesel,2285,0,10004,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_west,hydrogen,2387,2387,10450,10450,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_west,biodiesel,2215,0,9697,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,south_west,battery,2586,7758,11322,33965,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,texas,diesel,2647,0,11589,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,texas,hydrogen,3017,3017,13208,13208,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,texas,biodiesel,2936,0,12854,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2040,texas,battery,2320,6960,10157,30471,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,california,diesel,3216,0,14080,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,california,hydrogen,2969,2969,12998,12998,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,california,biodiesel,2284,0,9999,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,california,battery,2476,7428,10840,32520,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,central,diesel,2652,0,11610,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,central,hydrogen,2640,2640,11558,11558,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,central,biodiesel,2980,0,13046,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,central,battery,3182,9546,13931,41792,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,diesel,2724,0,11926,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,hydrogen,2560,2560,11208,11208,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,biodiesel,2685,0,11755,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,battery,2507,7521,10976,32927,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_central,diesel,2488,0,10892,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_central,hydrogen,3114,3114,13633,13633,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_central,biodiesel,2884,0,12626,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_central,battery,2838,8514,12425,37274,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_east,diesel,2331,0,10205,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_east,hydrogen,2750,2750,12040,12040,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_east,biodiesel,3170,0,13878,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_east,battery,2314,6942,10131,30392,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_west,diesel,2262,0,9903,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_west,hydrogen,2580,2580,11295,11295,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_west,biodiesel,2469,0,10809,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,north_west,battery,2565,7695,11230,33689,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_east,diesel,2751,0,12044,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_east,hydrogen,3039,3039,13305,13305,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_east,biodiesel,2813,0,12315,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_east,battery,2272,6816,9947,29840,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_west,diesel,2698,0,11812,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_west,hydrogen,2482,2482,10866,10866,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_west,biodiesel,2298,0,10061,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,south_west,battery,3179,9537,13918,41753,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,texas,diesel,2951,0,12919,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,texas,hydrogen,3268,3268,14307,14307,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,texas,biodiesel,2318,0,10148,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2045,texas,battery,2862,8586,12530,37590,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,california,diesel,2281,0,9986,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,california,hydrogen,3273,3273,14329,14329,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,california,biodiesel,2902,0,12705,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,california,battery,2760,8280,12083,36250,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,central,diesel,2725,0,11930,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,central,hydrogen,2452,2452,10735,10735,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,central,biodiesel,2925,0,12806,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,central,battery,2602,7806,11392,34175,3500000,190000,93.09,23.27
